"","RECORD_ID","Parcel number","Registered units","TrueRoll unit count"
"11516","001-0119404","225450-0780",1,NA
"11517","001-0119404","DV1142-083",1,NA
"11518","001-0119406","170840-0125",1,NA
"11519","001-0119412","982820-0607",1,NA
"11520","001-0119414","912610-0770",1,NA
"11521","001-0119416","982820-1315",1,NA
"11522","001-0119416","982820-1315",1,NA
"11523","001-0119417","118900-0630",1,NA
"11524","001-0119420","722850-0255",92,24
"11525","001-0119422","796010-0158",1,NA
"11526","001-0119423","276770-0255",18,2
"11527","001-0119424","684070-0955",1,NA
"11528","001-0119424","684070-0955",1,NA
"11529","001-0119427","000760-0208",2,NA
"11530","001-0119430","257240-0150",3,NA
"11531","001-0119432","199720-0156",1,NA
"11532","001-0119433","638150-1180",1,NA
"11533","001-0119434","395940-0615",1,NA
"11534","001-0119435","572450-0475",1,NA
"11535","001-0119437","882190-0062",1,NA
"11536","001-0119440","638150-0885",1,NA
"11537","001-0119441","212404-9197",1,1
"11538","001-0119442","882090-1200",1,NA
"11539","001-0119443","535020-0380",3,NA
"11540","001-0119444","502690-0120",1,NA
"11541","001-0119445","890100-1049",1,NA
"11542","001-0119446","679810-0290",1,NA
"11543","001-0119448","020006-0020",1,NA
"11544","001-0119449","277160-3195",1,1
"11545","001-0119450","170840-0280",1,NA
"11546","001-0119452","383450-0190",1,NA
"11547","001-0119455","417460-0226",1,NA
"11548","001-0119462","510140-6183",1,NA
"11549","001-0119463","663380-0420",1,NA
"11550","001-0119465","170840-0335",1,NA
"11551","001-0119465","170840-0335",1,NA
"11552","001-0119466","788360-4600",2,NA
"11553","001-0119468","641510-0010",2,1
"11554","001-0119469","225450-2369",1,NA
"11555","001-0119470","260798-0250",1,NA
"11556","001-0119471","600300-1623",1,NA
"11557","001-0119472","170840-0855",1,2
"11558","001-0119473","981870-0515",1,NA
"11559","001-0119476","346880-0400",1,NA
"11560","001-0119478","932480-0135",1,NA
"11561","001-0119480","723460-0775",4,NA
"11562","001-0119481","735120-0015",1,1
"11563","001-0119485","510140-8550",2,NA
"11564","001-0119487","399270-0190",1,NA
"11565","001-0119488","788360-3295",2,NA
"11566","001-0119489","273410-0765",2,NA
"11567","001-0119490","981870-0300",2,NA
"11568","001-0119490","981870-0300",2,NA
"11569","001-0119492","170840-0955",1,NA
"11570","001-0119493","170840-0215",1,NA
"11571","001-0119494","172280-0745",2,1
"11572","001-0119496","248720-0855",1,NA
"11573","001-0119497","383400-0630",1,NA
"11574","001-0119500","868550-0101",1,NA
"11575","001-0119508","186740-0045",1,NA
"11576","001-0119513","150840-0480",1,NA
"11577","001-0119515","344800-0420",1,NA
"11578","001-0119517","641310-0180",1,NA
"11579","001-0119518","292604-9538",1,NA
"11580","001-0119519","950990-0035",1,NA
"11581","001-0119520","641160-0181",1,NA
"11582","001-0119530","890100-1042",1,NA
"11583","001-0119532","322604-9412",1,NA
"11584","001-0119533","882090-1584",1,1
"11585","001-0119534","872420-0260",1,1
"11586","001-0119538","273410-0900",1,NA
"11587","001-0119539","981870-0360",2,NA
"11588","001-0119541","919800-0140",1,NA
"11589","001-0119543","754980-2545",1,NA
"11590","001-0119543","754980-2545",1,NA
"11591","001-0119544","417460-0404",1,NA
"11592","001-0119546","605610-0582",1,NA
"11593","001-0119548","723460-0110",1,NA
"11594","001-0119550","116000-0049",2,NA
"11595","001-0119557","193480-0134",1,NA
"11596","001-0119559","274110-0080",1,NA
"11597","001-0119560","890100-0855",1,NA
"11598","001-0119560","890100-0855",1,NA
"11599","001-0119561","885300-0005",1,NA
"11600","001-0119561","885300-0005",1,NA
"11601","001-0119562","318810-0335",1,1
"11602","001-0119562","318810-0335",1,1
"11603","001-0119563","639550-0270",1,NA
"11604","001-0119565","890100-1447",1,NA
"11605","001-0119566","881990-0535",3,NA
"11606","001-0119568","641160-0471",1,NA
"11607","001-0119570","918720-0236",1,NA
"11608","001-0119571","890100-1456",1,NA
"11609","001-0119572","641360-0049",1,NA
"11610","001-0119580","236300-0180",1,NA
"11611","001-0119581","721740-0515",1,NA
"11612","001-0119584","812260-0020",1,NA
"11613","001-0119585","754080-0080",1,1
"11614","001-0119587","524880-0385",1,NA
"11615","001-0119588","663230-0015",1,NA
"11616","001-0119589","771510-0045",1,NA
"11617","001-0119594","118900-0190",1,NA
"11618","001-0119595","236300-0490",1,NA
"11619","001-0119605","794260-1520",3,NA
"11620","001-0119606","794260-1670",3,NA
"11621","001-0119607","504500-0000",1,NA
"11622","001-0119608","382170-0037",8,NA
"11623","001-0119610","140730-0005",5,NA
"11624","001-0119611","282604-9063",1,NA
"11625","001-0119612","788360-0840",4,NA
"11626","001-0119613","331820-0060",1,NA
"11627","001-0119614","225450-0700",12,1
"11628","001-0119618","564660-0015",1,NA
"11629","001-0119619","723460-1406",1,NA
"11630","001-0119621","641360-0090",1,NA
"11631","001-0119622","420690-1525",1,NA
"11632","001-0119623","983120-0215",1,NA
"11633","001-0119627","283460-0101",1,NA
"11634","001-0119627","283460-0101",1,NA
"11635","001-0119629","524880-0070",1,NA
"11636","001-0119630","882090-3444",1,NA
"11637","001-0119631","982820-0200",1,NA
"11638","001-0119632","162404-9238",3,NA
"11639","001-0119634","687140-0120",1,NA
"11640","001-0119635","000520-0106",1,NA
"11641","001-0119636","982820-0650",1,NA
"11642","001-0119637","722850-1695",2,NA
"11643","001-0119641","639550-0440",1,NA
"11644","001-0119643","020006-0560",1,2
"11645","001-0119650","910300-0600",1,NA
"11646","001-0119654","170840-0440",1,NA
"11647","001-0119654","170840-0440",1,NA
"11648","001-0119660","216390-0390",1,NA
"11649","001-0119663","641310-0250",1,NA
"11650","001-0119665","524880-0390",1,NA
"11651","001-0119665","524880-0390",1,NA
"11652","001-0119668","170840-0065",1,NA
"11653","001-0119668","170840-0065",1,NA
"11654","001-0119669","292604-9541",1,NA
"11655","001-0119670","890100-0441",1,NA
"11656","001-0119671","282604-9072",1,NA
"11657","001-0119672","882290-1252",1,NA
"11658","001-0119673","785700-3460",1,NA
"11659","001-0119673","785700-3460",1,NA
"11660","001-0119674","145410-0232",1,1
"11661","001-0119675","274110-0586",1,NA
"11662","001-0119675","274110-0586",1,NA
"11663","001-0119676","777050-0110",1,NA
"11664","001-0119677","785700-0810",1,NA
"11665","001-0119677","785700-0810",1,NA
"11666","001-0119678","514100-0345",1,NA
"11667","001-0119678","514100-0345",1,NA
"11668","001-0119679","087700-0145",1,NA
"11669","001-0119679","087700-0145",1,NA
"11670","001-0119680","679810-0671",1,NA
"11671","001-0119684","890150-0185",1,NA
"11672","001-0119685","982670-1384",1,NA
"11673","001-0119687","510140-6111",1,NA
"11674","001-0119690","033900-0030",1,NA
"11675","001-0119691","274110-0115",1,NA
"11676","001-0119692","274110-0160",1,NA
"11677","001-0119694","334840-1318",1,NA
"11678","001-0119695","785700-3585",1,NA
"11679","001-0119697","103660-0110",1,NA
"11680","001-0119699","882190-0047",1,NA
"11681","001-0119702","679810-0285",1,NA
"11682","001-0119703","393790-0120",1,NA
"11683","001-0119704","033900-0095",1,NA
"11684","001-0119705","572450-0495",1,NA
"11685","001-0119707","407780-0555",1,NA
"11686","001-0119707","407780-0555",1,NA
"11687","001-0119715","145410-0311",1,NA
"11688","001-0119722","243370-0225",1,1
"11689","001-0119723","243370-0227",1,NA
"11690","001-0119724","243370-0229",1,NA
"11691","001-0119725","333300-2340",1,NA
"11692","001-0119726","333300-2348",1,NA
"11693","001-0119727","243370-0231",1,2
"11694","001-0119729","788360-1360",1,NA
"11695","001-0119730","541410-0110",1,NA
"11696","001-0119733","155620-0215",2,NA
"11697","001-0119734","880690-0010",1,NA
"11698","001-0119740","423290-0050",1,NA
"11699","001-0119742","641410-0441",1,NA
"11700","001-0119744","524880-0430",1,NA
"11701","001-0119745","307650-0868",1,NA
"11702","001-0119746","524880-0690",1,NA
"11703","001-0119748","785700-3978",1,NA
"11704","001-0119749","390590-1520",1,NA
"11705","001-0119750","606501-1860",1,NA
"11706","001-0119755","890100-0190",1,NA
"11707","001-0119756","407780-0015",1,NA
"11708","001-0119757","379700-0390",1,NA
"11709","001-0119758","225450-2270",5,NA
"11710","001-0119762","400300-0160",1,1
"11711","001-0119764","945520-0275",1,NA
"11712","001-0119764","945520-0275",1,NA
"11713","001-0119765","383400-0310",1,NA
"11714","001-0119765","383400-0310",1,NA
"11715","001-0119768","367940-1225",1,NA
"11716","001-0119768","367940-1225",1,NA
"11717","001-0119769","192604-9088",1,1
"11718","001-0119773","292604-9207",1,NA
"11719","001-0119773","292604-9207",1,NA
"11720","001-0119773","292604-9207",1,NA
"11721","001-0119775","385690-4665",1,NA
"11722","001-0119777","344800-1011",1,NA
"11723","001-0119779","437570-0075",1,NA
"11724","001-0119781","912610-0525",1,NA
"11725","001-0119782","733840-1305",1,NA
"11726","001-0119783","641210-0150",8,NA
"11727","001-0119784","020006-0210",1,NA
"11728","001-0119789","861880-0010",1,NA
"11729","001-0119792","745250-0295",1,NA
"11730","001-0119793","286210-0220",1,1
"11731","001-0119796","152220-0150",1,2
"11732","001-0119797","292604-9374",1,NA
"11733","001-0119799","290870-0046",1,NA
"11734","001-0119800","283210-0925",1,NA
"11735","001-0119802","754980-1760",2,NA
"11736","001-0119806","882290-1290",3,NA
"11737","001-0119807","188000-0020",1,NA
"11738","001-0119823","240680-0290",1,NA
"11739","001-0119824","926380-0270",1,NA
"11740","001-0119825","055500-0046",1,NA
"11741","001-0119825","055500-0046",1,NA
"11742","001-0119827","912610-0800",1,NA
"11743","001-0119829","113300-0136",1,1
"11744","001-0119830","322604-9388",1,NA
"11745","001-0119831","753285-0020",1,2
"11746","001-0119832","751850-2330",1,2
"11747","001-0119833","953010-0470",1,NA
"11748","001-0119835","225450-1405",1,NA
"11749","001-0119836","445874-0340",1,NA
"11750","001-0119837","230230-0040",1,1
"11751","001-0119839","186240-0108",1,NA
"11752","001-0119843","679810-0455",2,NA
"11753","001-0119844","283210-0255",1,NA
"11754","001-0119845","193480-0184",1,NA
"11755","001-0119845","193480-0184",1,NA
"11756","001-0119846","086800-0695",1,NA
"11757","001-0119848","103660-1570",1,2
"11758","001-0119849","515770-0010",2,NA
"11759","001-0119853","723460-0093",1,NA
"11760","001-0119854","620850-0000",1,NA
"11761","001-0119855","688890-0091",1,NA
"11762","001-0119858","717480-0435",1,1
"11763","001-0119860","788360-6455",4,NA
"11764","001-0119863","103660-0770",1,NA
"11765","001-0119865","524980-3005",1,NA
"11766","001-0119866","042504-9057",1,NA
"11767","001-0119867","213400-0000",1,NA
"11768","001-0119868","510040-1312",1,NA
"11769","001-0119869","510140-8741",1,NA
"11770","001-0119870","545730-0478",1,NA
"11771","001-0119871","570237-0020",1,NA
"11772","001-0119875","982870-0030",1,NA
"11773","001-0119876","570000-0840",1,NA
"11774","001-0119877","935800-1700",2,NA
"11775","001-0119881","269520-0050",1,NA
"11776","001-0119882","723460-0060",3,NA
"11777","001-0119887","788360-6610",1,NA
"11778","001-0119888","788360-6620",1,NA
"11779","001-0119890","674970-0028",1,NA
"11780","001-0119891","044200-0020",1,1
"11781","001-0119892","639200-3670",1,NA
"11782","001-0119893","043900-0300",1,NA
"11783","001-0119894","810190-0245",1,NA
"11784","001-0119897","788360-0710",3,NA
"11785","001-0119898","788360-0700",2,NA
"11786","001-0119902","918720-0290",4,NA
"11787","001-0119903","796010-0391",1,NA
"11788","001-0119904","796010-0405",1,NA
"11789","001-0119905","225450-2120",1,NA
"11790","001-0119905","225450-2120",1,NA
"11791","001-0119906","785700-1230",1,NA
"11792","001-0119907","713230-0310",2,NA
"11793","001-0119908","133630-0410",1,NA
"11794","001-0119909","118900-0600",1,NA
"11795","001-0119910","199720-0040",1,NA
"11796","001-0119912","043000-0110",1,NA
"11797","001-0119913","663380-0310",1,NA
"11798","001-0119917","367940-0620",1,NA
"11799","001-0119919","408330-1115",1,NA
"11800","001-0119924","368040-0045",1,NA
"11801","001-0119927","178760-0187",1,NA
"11802","001-0119928","570750-0050",3,NA
"11803","001-0119928","570750-0050",3,NA
"11804","001-0119929","982670-1760",1,NA
"11805","001-0119934","170840-0785",1,NA
"11806","001-0119935","810190-0110",1,NA
"11807","001-0119936","225550-0110",3,1
"11808","001-0119940","234930-0069",1,1
"11809","001-0119941","934140-0100",3,NA
"11810","001-0119942","000180-0161",2,NA
"11811","001-0119943","175370-0502",1,NA
"11812","001-0119944","191210-0300",1,NA
"11813","001-0119946","379600-0058",4,1
"11814","001-0119946","379600-0058",4,1
"11815","001-0119947","408330-6710",1,1
"11816","001-0119948","408330-6705",3,NA
"11817","001-0119954","373280-0430",1,NA
"11818","001-0119955","344800-0490",1,NA
"11819","001-0119956","202504-9185",1,NA
"11820","001-0119964","177310-0245",1,1
"11821","001-0119965","277160-2405",3,3
"11822","001-0119971","794260-2050",1,NA
"11823","001-0119971","794260-2050",1,NA
"11824","001-0119972","920140-0000",1,NA
"11825","001-0119975","304320-0171",1,NA
"11826","001-0119976","638150-1291",1,NA
"11827","001-0119977","955120-1680",1,NA
"11828","001-0119978","982870-2645",4,3
"11829","001-0119979","982820-2450",1,NA
"11830","001-0119981","152780-0000",1,NA
"11831","001-0119982","678490-0600",1,NA
"11832","001-0119983","118900-1375",1,NA
"11833","001-0119987","174820-0410",1,NA
"11834","001-0119989","277060-6811",1,1
"11835","001-0119992","276760-5150",7,10
"11836","001-0119995","056700-0326",3,NA
"11837","001-0119996","170840-0130",1,NA
"11838","001-0119996","DV0057-802",1,NA
"11839","001-0119999","255819-0005",4,NA
"11840","001-0120000","745400-0970",1,NA
"11841","001-0120003","721740-0295",1,NA
"11842","001-0120003","721740-0295",1,NA
"11843","001-0120004","160460-1573",1,NA
"11844","001-0120005","225450-1929",1,1
"11845","001-0120006","225450-1928",1,NA
"11846","001-0120007","197220-0878",1,NA
"11847","001-0120008","744300-1015",3,NA
"11848","001-0120009","145360-2148",1,NA
"11849","001-0120010","008600-0290",1,2
"11850","001-0120012","788360-5865",1,NA
"11851","001-0120013","030600-0567",1,NA
"11852","001-0120014","952110-0610",3,NA
"11853","001-0120015","125020-0560",2,NA
"11854","001-0120016","912610-1937",2,NA
"11855","001-0120017","926720-0313",1,NA
"11856","001-0120019","271910-0060",4,1
"11857","001-0120020","311050-0310",1,NA
"11858","001-0120021","336490-0157",2,NA
"11859","001-0120023","946520-0090",1,NA
"11860","001-0120023","946520-0090",1,NA
"11861","001-0120029","953010-0895",1,NA
"11862","001-0120033","524980-2640",1,NA
"11863","001-0120034","545780-1601",1,NA
"11864","001-0120034","545780-1601",1,NA
"11865","001-0120035","225450-1150",2,NA
"11866","001-0120037","872990-0030",1,NA
"11867","001-0120038","292604-9587",1,NA
"11868","001-0120039","110200-1045",1,NA
"11869","001-0120040","600350-0737",9,NA
"11870","001-0120040","600350-0737",9,NA
"11871","001-0120040","DV0011-925",9,NA
"11872","001-0120040","DV0011-925",9,NA
"11873","001-0120041","156610-0390",4,NA
"11874","001-0120045","226450-0900",2,NA
"11875","001-0120046","797260-4462",1,NA
"11876","001-0120047","602150-1140",1,NA
"11877","001-0120047","602150-1140",1,NA
"11878","001-0120055","952310-0245",1,1
"11879","001-0120056","270810-0760",1,NA
"11880","001-0120059","133780-0110",1,NA
"11881","001-0120060","927970-0395",1,NA
"11882","001-0120061","069900-0870",1,NA
"11883","001-0120061","DV0014-755",1,NA
"11884","001-0120063","390590-0000",1,NA
"11885","001-0120063","390590-0000",1,NA
"11886","001-0120063","DV0013-401",1,NA
"11887","001-0120063","DV0013-401",1,NA
"11888","001-0120064","184305-0000",1,NA
"11889","001-0120064","184305-0000",1,NA
"11890","001-0120065","982820-0975",1,NA
"11891","001-0120069","762570-4125",1,NA
"11892","001-0120070","329870-0690",4,NA
"11893","001-0120071","953010-0860",1,NA
"11894","001-0120072","510140-8495",1,NA
"11895","001-0120075","429970-0081",2,NA
"11896","001-0120076","889550-0110",1,NA
"11897","001-0120079","520170-0230",1,NA
"11898","001-0120079","DV0007-739",1,NA
"11899","001-0120080","197220-2007",1,2
"11900","001-0120081","431770-0050",1,1
"11901","001-0120082","099300-1623",1,NA
"11902","001-0120086","025440-0030",1,NA
"11903","001-0120088","407320-0181",1,NA
"11904","001-0120089","722850-2355",3,NA
"11905","001-0120091","379700-0415",2,NA
"11906","001-0120091","DV1137-028",2,NA
"11907","001-0120093","088600-0135",1,NA
"11908","001-0120094","982870-2125",1,NA
"11909","001-0120096","442610-0015",1,NA
"11910","001-0120097","212604-9098",1,NA
"11911","001-0120097","DV0092-072",1,NA
"11912","001-0120098","535020-1170",1,NA
"11913","001-0120099","000740-0047",1,NA
"11914","001-0120100","793860-0110",1,NA
"11915","001-0120101","423290-2385",1,NA
"11916","001-0120105","078900-0324",2,1
"11917","001-0120108","366750-0015",1,NA
"11918","001-0120110","423240-1260",4,1
"11919","001-0120112","268560-0015",1,NA
"11920","001-0120115","301330-1055",1,NA
"11921","001-0120119","638150-1945",1,NA
"11922","001-0120119","638150-1945",1,NA
"11923","001-0120120","178250-0055",1,NA
"11924","001-0120121","312604-9097",1,NA
"11925","001-0120122","926720-0175",2,1
"11926","001-0120124","408330-6535",1,NA
"11927","001-0120124","408330-6535",1,NA
"11928","001-0120125","125720-1105",3,2
"11929","001-0120127","569450-1245",3,1
"11930","001-0120129","569450-1255",3,2
"11931","001-0120131","431070-1455",2,1
"11932","001-0120133","288010-0995",1,NA
"11933","001-0120134","955020-0145",2,1
"11934","001-0120135","533220-0315",1,NA
"11935","001-0120136","920990-0270",1,NA
"11936","001-0120140","643000-0230",1,NA
"11937","001-0120143","710060-0040",1,1
"11938","001-0120143","710060-0040",1,1
"11939","001-0120145","564960-0110",1,NA
"11940","001-0120152","193030-0365",1,NA
"11941","001-0120153","681360-0440",1,1
"11942","001-0120154","197220-0698",1,1
"11943","001-0120156","379700-1830",3,1
"11944","001-0120158","193130-0689",1,1
"11945","001-0120159","174820-0490",1,1
"11946","001-0120162","802170-1135",1,1
"11947","001-0120163","643100-0750",1,NA
"11948","001-0120163","643100-0750",1,NA
